vehicle_id,manufacturer,model,vehicle_year,vehicle_type,fuel_type,transmission,engine_cc,mileage_kmpl,vehicle_price,units_sold,service_cost,manufacturing_region
VH04153,Nissan,Murano,2006,Hatchback,Electric,,0.0,5.68,29852.4,1643,1821.25,South Asia
VH00555,Subaru,WRX,2018,Van,Diesel,AMT,2477.0,13.33,22795.23,2962,1037.03,Europe
VH01160,Audi,A3,2007,Hatchback,Diesel,Automatic,2531.0,21.0,31670.42,3245,2119.55,Latin America
VH01214,Hyundai,Tucson,2019,Truck,Electric,CVT,0.0,10.53,44456.17,733,1285.54,South Asia
VH02278,Jeep,Wrangler,2005,SUV,Electric,Manual,0.0,9.17,30345.66,76,1845.09,North America
VH03860,BMW,3 Series,2005,Coupe,diesel,CVT,3056.0,11.24,59252.33,3803,3287.92,Europe
VH00049,Jeep,Gladiator,2021,SUV,Diesel,Manual,1958.0,11.86,30567.7,405,1002.75,Asia Pacific
VH02657,Volvo,C40,2014,Coupe,Diesel,AMT,-500.0,22.92,47547.05,4468,2200.16,Middle East
VH00701,BMW,X3,2008,Convertible,Hybrid,CVT,3027.0,20.46,58668.63,1354,3416.57,South Asia
VH00653,Subaru,Legacy,2024,Truck,CNG,Manual,4967.0,21.68,29214.75,3244,972.65,Africa
VH03274,Chevrolet,Silverado,2015,Truck,Hybrid,CVT,5931.0,32.39,28586.86,3608,1034.16,Africa
VH03182,Mazda,Mazda6,2021,Coupe,Electric,Manual,0.0,14.21,31629.68,1595,1001.44,South Asia
VH03430,Lexus,RX,2012,Van,Electric,CVT,0.0,7.01,55559.73,615,3380.03,North America
VH01456,Audi,e-tron,2005,Van,LPG,Manual,,9.18,57465.44,1817,3142.17,Latin America
VH04264,BMW,7 Series,2022,Sedan,Petrol,Manual,1233.0,10.38,46582.2,2857,1629.5,Asia Pacific
VH04906,BMW,5 Series,2019,Hatchback,,CVT,1020.0,17.92,34364.83,3700,985.12,Asia Pacific
VH02089,  Hyundai  ,Elantra,2021,Hatchback, Petrol ,Manual,2398.0,15.71,25404.58,1713,817.71,Latin America
VH00867,Hyundai,Santa Fe,2013,Truck,LPG,DCT,4107.0,,28086.23,408,1412.99,Asia Pacific
VH01645,Kia,Forte,2009,Sedan,CNG,AMT,2080.0,18.58,24354.15,1806,1326.83,Latin America
VH04559,Kia,Sportage,2024,Hatchback,Hybrid,Manual,2465.0,16.24,24459.25,4493,708.56,South Asia
VH04202,Ford,Edge,2021,Truck,CNG,DCT,3746.0,20.47,25298.8,546,661.42,Africa
VH01491,Mercedes-Benz,GLC,2011,SUV,Electric,DCT,0.0,6.0,57833.41,1499,2770.25,South Asia
VH03271,Honda,Ridgeline,2011,Wagon,Petrol,DCT,2827.0,11.43,25827.74,646,1184.21,Europe
VH00730,Mazda,CX-9,2007,Sedan,CNG,AMT,1287.0,17.56,25712.54,1409,1435.46,Africa
VH02810,Hyundai,Santa Fe,2014,Coupe,LPG,DCT,1259.0,10.82,23210.72,4396,1215.58,Europe
VH02553,Volkswagen,Jetta,2010,Wagon,Petrol,CVT,3400.0,8.75,23415.47,602,1287.3,Africa
VH01937,Audi,A4,2012,Coupe,LPG,Manual,1013.0,14.73,53030.22,357,2575.77,South Asia
VH01111,Porsche,Boxster,2024,Convertible,CNG,Automatic,2386.0,17.95,45279.43,4004,1308.35,South Asia
VH04554,Jeep,Wrangler,2023,SUV,Hybrid,Manual,4794.0,26.89,29320.07,4446,983.21,Africa
VH04546,Volkswagen,Jetta,2011,Truck,Diesel,Manual,4644.0,22.55,26535.95,558,1218.41,Asia Pacific
VH01186,Volvo,XC40,2019,Coupe,CNG,Automatic,2417.0,21.58,41525.67,3657,1062.66,Asia Pacific
VH02008,Tesla,Model 3,2006,Sedan,Petrol/Gas,CVT,1965.0,12.37,49700.48,2244,2836.37,Middle East
VH00194,  Honda  ,CR-V,2007,Sedan, Electric ,CVT,0.0,13.66,,2515,1879.75,Asia Pacific
VH01516,Toyota,Highlander,2012,Convertible,CNG,Automatic,2996.0,20.85,27823.08,4487,1493.03,Asia Pacific
VH00579,Mazda,Mazda3,2018,SUV,Petrol,CVT,2820.0,14.69,27536.24,80,1305.23,Asia Pacific
VH01430,Kia,Sportage,2011,Sedan,LPG,,3433.0,15.33,23832.18,3213,1128.63,Latin America
VH03719,Porsche,Panamera,2011,Coupe,Electric,DCT,,14.99,54336.58,3625,2719.23,Africa
VH04921,Mercedes-Benz,S-Class,2024,Convertible,Hybrid,Manual,1384.0,30.84,50436.58,1872,1736.59,Africa
VH01847,Kia,Forte,2008,Truck,Hybrid,Automatic,4112.0,19.62,25449.75,3278,1347.23,Europe
VH00132,Chevrolet,Malibu,2018,SUV,CNG,CVT,3068.0,15.08,21585.12,2833,874.91,Middle East
VH00179,  Mercedes-Benz  ,C-Class,2019,Coupe, Hybrid ,CVT,1753.0,21.34,53566.77,3693,2415.71,Africa
VH04541,Ram,1500,2012,Truck,Hybrid,DCT,2949.0,30.02,35193.65,2249,1900.95,North America
VH04626,Ram,1500,2007,Truck,Petrol,Man,5863.0,11.45,25151.87,700,1345.47,Latin America
VH03604,Land Rover,Defender,2010,SUV,Diesel,CVT,1856.0,10.94,,346,2121.41,South Asia
VH02451,Audi,A6,2017,Van,Electric,CVT,0.0,13.03,59225.02,3086,2114.46,Africa
VH03124,Mercedes-Benz,E-Class,2013,Wagon,Electric,Manual,0.0,14.96,55547.97,2149,2626.99,Latin America
VH02074,Porsche,Boxster,2020,Convertible,Petrol,Automatic,1016.0,13.92,50701.61,1478,2484.36,Asia Pacific
VH00659,Subaru,Outback,2018,Convertible,LPG,,2443.0,14.07,26241.83,1039,1111.28,Middle East
VH01897,Chevrolet,Silverado,2015,SUV,Hybrid,AMT,2192.0,16.58,35011.36,1493,1558.49,South Asia
VH04816,Nissan,Murano,2018,Coupe,Hybrid,Automatic,2621.0,20.1,26425.96,1290,1039.0,Europe
VH03215,Land Rover,Discovery,2005,SUV,Electric,Automatic,0.0,6.23,58517.78,2700,4085.97,Africa
VH00343,Ram,2500,2021,Van,LPG,DCT,2097.0,12.22,20390.29,4012,722.33,Europe
VH04039,BMW,X5,2016,SUV,Diesel,Manual,3564.0,12.64,60177.01,639,2616.59,Europe
VH00728,Land Rover,Evoque,2008,SUV,LPG,Manual,3069.0,11.56,49772.75,4771,2427.75,Latin America
VH03915,Tesla,Model Y,2024,Sedan,Petrol,AMT,3390.0,10.78,45013.29,4501,1322.67,South Asia
VH00977,Land Rover,Evoque,2011,SUV,Electric,,0.0,12.66,61674.85,4749,3151.52,Europe
VH03734,Tesla,Model 3,2020,SUV,,AMT,3956.0,16.75,52890.6,2454,2055.08,Europe
VH03086,Mercedes-Benz,AMG GT,2022,Coupe,CNG,Manual,2551.0,17.23,43258.53,3926,1563.02,Europe
VH01929,Volvo,V60,2020,Van,CNG,CVT,3212.0,16.27,47491.94,3248,1610.75,Europe
VH04751,Nissan,Murano,2009,SUV,Petrol,AMT,4824.0,17.69,24807.95,1230,1316.06,North America
VH04813,Honda,HR-V,2021,Convertible,Electric,Automatic,0.0,5.99,35151.04,795,1064.57,Africa
VH01300,Nissan,Murano,2022,Convertible,Hybrid,AMT,2965.0,24.26,33021.68,4059,1000.11,Asia Pacific
VH04986,Jeep,Compass,2010,SUV,Petrol,CVT,3495.0,11.76,27877.36,2661,1482.68,North America
VH04675,Hyundai,Palisade,2007,Truck,Electric,Automatic,0.0,5.4,31597.31,2517,1837.04,Asia Pacific
VH00661,Jeep,Gladiator,2018,SUV,LPG,CVT,1539.0,17.88,21517.18,655,734.53,Europe
VH01791,  Audi  ,A3,2018,Van, Electric ,CVT,0.0,13.96,55834.54,1992,1671.32,Latin America
VH02894,Nissan,Altima,2014,Sedan,Petrol,Manual,3067.0,11.33,18576.24,994,959.67,South Asia
VH02882,Mercedes-Benz,GLE,2017,Sedan,Petrol,Automatic,1720.0,14.01,29103.01,4688,1126.06,Africa
VH03085,Volvo,XC40,2016,Convertible,LPG,CVT,1529.0,12.98,51792.11,4299,2438.17,Middle East
VH03681,Volvo,XC90,2017,Sedan,LPG,CVT,2636.0,13.31,47399.12,3362,1940.42,Europe
VH03164,Mercedes-Benz,AMG GT,2009,Coupe,Hybrid,Manual,2490.0,32.26,58347.27,4958,3011.41,Asia Pacific
VH02795,Volkswagen,Atlas,2013,Truck,,AMT,0.0,13.36,33671.63,1394,1306.55,Africa
VH04864,Porsche,Boxster,2010,SUV,LPG,DCT,4508.0,13.4,53872.1,932,3173.78,South Asia
VH03309,BMW,7 Series,2006,Coupe,Petrol,AMT,1689.0,18.64,49945.08,299,2862.03,Asia Pacific
VH01279,Kia,Sorento,2015,SUV,Petrol,DCT,2077.0,11.49,35714.54,3748,1657.85,Latin America
VH01411,Ram,3500,2021,Van,CNG,Automatic,3126.0,21.69,18699.32,2524,631.92,Middle East
VH01622,Jeep,Cherokee,2024,SUV,LPG,AMT,1834.0,10.77,20033.15,1111,836.38,South Asia
VH04735,Tesla,Cybertruck,2023,SUV,Petrol,Manual,2764.0,14.17,45670.76,3759,1350.6,South Asia
VH04974,Porsche,Cayenne,2008,SUV,Petrol,Automatic,3484.0,16.79,51865.14,626,3360.08,Asia Pacific
VH00068,Mercedes-Benz,S-Class,2015,Sedan,Electric,AMT,0.0,9.63,54651.26,3431,2482.88,Middle East
VH02906,Lexus,GX,2021,Hatchback,Diesel,Automatic,2430.0,14.0,44337.11,2376,1546.43,North America
VH02551,Porsche,Macan,2014,Convertible,Hybrid,CVT,2568.0,33.47,60908.19,950,2691.05,Middle East
VH03922,Audi,Q7,2020,Coupe,Diesel,Manual,2110.0,,44365.7,2548,1494.79,Europe
VH00821,Chevrolet,Silverado,2009,SUV,Hybrid,Manual,3390.0,21.35,33099.38,1016,1832.4,North America
VH01227,Tesla,Model 3,2008,SUV,Electric,CVT,0.0,11.85,54003.36,207,3306.53,South Asia
VH03101,  Toyota  ,Highlander,2020,Truck, Petrol ,Manual,4356.0,,-29396.24,49,736.69,Asia Pacific
VH02219,Ford,Edge,2009,Truck,Diesel,AMT,3392.0,21.61,33261.16,3742,1657.86,Asia Pacific
VH04672,Toyota,Corolla,2018,Wagon,Electric,Manual,0.0,11.58,30555.17,1157,1344.09,Latin America
VH04532,Porsche,Macan,2020,SUV,Electric,,0.0,14.87,52940.8,1296,1695.79,Africa
VH04341,Honda,CR-V,2022,Van,Hybrid,Automatic,2578.0,32.57,28677.98,4468,671.87,North America
VH03470,Volvo,V60,2022,Convertible,,AMT,1985.0,11.83,53753.64,2663,2296.79,Europe
VH01144,Nissan,Rogue,2013,SUV,Electric,AMT,0.0,8.44,38454.89,586,1668.43,Asia Pacific
VH00398,Tesla,Model X,2015,SUV,Electric,AMT,0.0,,62419.07,4137,2730.51,Africa
VH03011,  Volvo  ,XC40,2006,Coupe, CNG ,AMT,3202.0,,33386.27,1355,1911.18,South Asia
VH04373,Jeep,Renegade,2018,SUV,Hybrid,DCT,4657.0,28.06,25792.84,1017,857.14,Asia Pacific
VH02856,Jeep,Grand Cherokee,2009,SUV,LPG,Automatic,1832.0,9.23,28197.81,556,1608.86,Asia Pacific
VH01399,Toyota,RAV4,2014,Van,CNG,DCT,3193.0,,20830.25,1129,1046.66,Asia Pacific
VH01660,BMW,X3,2017,Hatchback,Electric,DCT,0.0,,54578.24,5000,2188.69,Europe
VH00980,Ford,Mustang,2018,Truck,Hybrid,Manual,4298.0,29.83,37359.76,3779,1520.81,Asia Pacific
VH01299,Toyota,RAV4,2007,Hatchback,,Automatic,3165.0,10.92,18198.97,4060,1069.65,Africa
VH02340,Kia,Forte,2024,Hatchback,Hybrid,Automatic,,18.76,23265.64,2884,,Middle East
VH00083,Audi,A3,2022,Convertible,LPG,Automatic,2586.0,12.28,46042.2,1353,1484.63,Latin America
VH03459,BMW,X3,2015,Coupe,Electric,AMT,0.0,13.8,53004.78,216,2373.17,Middle East
VH03460,Land Rover,Evoque,2005,SUV,CNG,AMT,2342.0,18.63,52825.05,3957,3404.26,Latin America
VH03870,Subaru,WRX,2017,Wagon,Hybrid,Automatic,1644.0,26.56,33384.73,593,1487.89,Asia Pacific
VH03913,Tesla,Model S,2018,SUV,Diesel,Manual,1712.0,14.06,45876.3,4122,1439.65,Europe
VH03236,Hyundai,Sonata,2007,Van,Petrol,Manual,3422.0,16.28,29263.44,1695,1628.16,Asia Pacific
VH00424,Mercedes-Benz,GLC,2013,Convertible,Hybrid,AMT,3019.0,21.61,55513.08,1668,2921.69,South Asia
VH04411,Nissan,Murano,2013,Truck,Electric,AMT,0.0,11.22,37098.57,2935,,Africa
VH01905,Tesla,Model 3,2020,Sedan,Diesel,AMT,1851.0,23.98,49908.79,1036,1744.98,Latin America
VH04613,Porsche,Taycan,2012,SUV,Hybrid,Automatic,4379.0,28.64,59068.09,1517,2838.37,South Asia
VH03967,Porsche,Boxster,2024,SUV,Diesel,AMT,3788.0,22.32,50702.88,88,1364.82,Latin America
VH03822,BMW,7 Series,2023,Van,Diesel,AMT,1961.0,,,4744,1548.35,Asia Pacific
VH01566,Land Rover,Evoque,2024,SUV,Petrol,CVT,3499.0,17.2,46755.76,1373,1413.19,Middle East
VH03476,Volvo,XC60,2011,SUV,Hybrid,Automatic,4849.0,23.33,48684.6,4233,2558.97,Middle East
VH00840,Toyota,Prius,2020,SUV,LPG,AMT,,10.9,,136,955.0,North America
VH00501,Volvo,XC90,2014,Convertible,Hybrid,Automatic,2763.0,16.34,59451.68,583,3526.54,Asia Pacific
VH00142,Nissan,Sentra,2012,Truck,Electric,Automatic,0.0,6.09,36952.13,3814,1892.45,Latin America
VH01378,HONDA,Civic,2021,Wagon,lpg,Automatic,1617.0,17.61,24406.58,4341,719.99,Europe
VH03828,Porsche,Panamera,2013,Coupe,CNG,CVT,1696.0,16.08,46330.34,4695,2279.49,Asia Pacific
VH02216,Lexus,GX,2008,Hatchback,Diesel,AMT,3032.0,22.31,46507.63,220,2085.53,Africa
VH01139,Kia,Carnival,2010,Hatchback,Electric,Manual,0.0,7.94,31938.65,1144,1609.95,Europe
VH02631,Porsche,Macan,2024,Coupe,Diesel,AMT,1075.0,18.89,56844.72,2740,1643.2,Europe
VH01788,BMW,3 Series,2016,Sedan,Electric,Automatic,0.0,5.87,48969.5,4243,2036.76,Latin America
VH03067,Mercedes-Benz,AMG GT,2023,SUV,Electric,CVT,0.0,12.82,64715.59,3815,1653.6,North America
VH00551,Subaru,Legacy,2021,Sedan,LPG,DCT,2428.0,9.44,22738.6,4253,853.76,Middle East
VH03214,Land Rover,Freelander,2013,SUV,Petrol,DCT,2314.0,15.42,42052.38,3210,1651.15,South Asia
VH02020,Volvo,V60,2017,SUV,Petrol,Manual,2001.0,13.87,51582.49,1231,2141.14,Latin America
VH00949,BMW,X3,2014,Hatchback,CNG,AMT,1454.0,12.14,43138.46,2497,1878.96,Latin America
VH04224,Land Rover,Defender,2005,SUV,CNG,Manual,4642.0,21.54,56782.89,608,4062.51,South Asia
VH00533,Mazda,Mazda3,2020,Hatchback,Diesel,CVT,1658.0,16.28,29959.49,1750,1146.4,Africa
VH01830,BMW,X3,2009,Wagon,Diesel,Automatic,2301.0,18.61,47049.69,1128,1898.9,North America
VH03056,Toyota,RAV4,2018,Wagon,CNG,DCT,3036.0,21.94,23747.57,409,841.19,Latin America
VH04491,Subaru,WRX,2017,Convertible,Electric,Automatic,0.0,9.04,31459.7,2310,1229.82,North America
VH04007,Volkswagen,Tiguan,2015,Sedan,Diesel,Manual,2696.0,17.19,24913.23,1901,1182.84,Middle East
VH01603,Lexus,ES,2007,Convertible,LPG,CVT,1848.0,15.87,54887.56,1535,2914.38,Africa
VH00640,Mazda,CX-9,2009,Sedan,Hybrid,DCT,3214.0,16.28,27811.75,1163,1462.48,Europe
VH04911,Volvo,XC60,2020,SUV,Petrol,CVT,2561.0,13.53,47189.96,1076,1189.26,North America
VH00968,Subaru,Crosstrek,2009,Coupe,Diesel,CVT,1314.0,18.3,31273.94,3861,1650.3,North America
VH04307,Tesla,Model S,2012,Sedan,Electric,CVT,0.0,11.97,46493.29,4593,1981.8,North America
VH02715,Subaru,Legacy,2010,SUV,Petrol,AMT,2872.0,13.95,28140.5,3112,1222.71,North America
VH01684,Subaru,Crosstrek,2013,Van,CNG,Automatic,2879.0,21.64,29318.3,3678,1533.11,South Asia
VH04545,Ford,Edge,2010,Truck,Diesel,CVT,3247.0,21.68,30209.93,1004,1428.01,Africa
VH03832,Nissan,Rogue,2013,Truck,Petrol,CVT,5903.0,16.63,31203.8,666,1905.65,North America
VH00156,Ram,1500,2017,Truck,Electric,AMT,0.0,7.99,30258.67,3268,1379.12,Latin America
VH02570,Chevrolet,Silverado,2013,Sedan,Diesel,,2725.0,18.15,23817.7,3158,604.86,Latin America
VH02971,Toyota,Highlander,2012,Wagon,Electric,DCT,0.0,7.36,29463.06,3346,1408.04,North America
VH01090,Ram,Dakota,2007,Truck,Hybrid,Automatic,2628.0,29.63,30151.27,1009,1672.47,Asia Pacific
VH04698,Volvo,S60,2015,SUV,Hybrid,Manual,,25.36,51493.07,1320,1838.75,Latin America
VH04310,Mazda,CX-9,2017,Hatchback,CNG,Automatic,1260.0,19.15,21071.55,4403,872.32,Middle East
VH00289,Land Rover,Discovery,2023,SUV,Petrol,,4056.0,11.95,55245.76,1958,2136.18,Latin America
VH00931,Tesla,Cybertruck,2015,SUV,Hybrid,Manual,,24.49,53801.75,1915,2480.48,Africa
VH02621,Hyundai,Elantra,2012,SUV,Diesel,Automatic,2537.0,24.18,29165.66,4141,1473.89,South Asia
VH03001,Audi,A3,2018,Van,Electric,CVT,0.0,11.77,63893.24,181,2414.76,Middle East
VH03493,BMW,5 Series,2011,Convertible,Hybrid,Automatic,1547.0,26.64,64558.05,235,2409.0,Middle East
VH02446,Hyundai,Elantra,2014,Coupe,Petrol,Manual,2951.0,11.59,26762.16,4811,1256.15,Europe
VH03410,Land Rover,Evoque,2012,SUV,Hybrid,Automatic,4131.0,19.78,69435.76,176,3365.72,Middle East
VH00943,Mercedes-Benz,GLC,2021,Sedan,Diesel,DCT,3479.0,11.76,48219.22,2596,1469.39,South Asia
VH03070,Honda,Pilot,2024,SUV,Electric,CVT,0.0,8.31,30409.99,4138,746.89,Europe
VH04739,Ford,Bronco,2019,Sedan,Hybrid,CVT,2015.0,31.0,25408.19,3905,1254.9,Africa
VH01699,Volkswagen,Passat,2007,Coupe,LPG,AMT,3374.0,9.68,20305.13,65,918.06,North America
VH04786,  Jeep  ,Renegade,2012,SUV, Diesel ,Manual,2271.0,11.36,36726.53,4663,1975.97,Middle East
VH03065,Tesla,Model Y,2012,SUV,LPG,DCT,3590.0,17.59,55580.59,928,1849.15,Asia Pacific
VH02589,Porsche,Panamera,2006,Coupe,CNG,CVT,1132.0,14.42,49121.21,528,3082.84,Africa
VH02911,Hyundai,Elantra,2012,Hatchback,Hybrid,DCT,1140.0,22.39,24255.9,1610,1023.22,Latin America
VH04005,Ford,Bronco,2017,Sedan,Hybrid,DCT,2625.0,16.43,26744.03,473,1009.89,Asia Pacific
VH00986,BMW,7 Series,2021,Hatchback,Hybrid,DCT,,18.08,53597.12,1517,1651.03,Latin America
VH03971,Ram,ProMaster,2012,Truck,Hybrid,,3173.0,29.01,33167.93,195,1624.71,Europe
VH02285,  Ford  ,F-150,2006,Truck, CNG ,AMT,4254.0,18.61,20322.63,1341,1091.73,Middle East
VH02781,Tesla,Cybertruck,2016,SUV,Electric,,0.0,12.53,52138.63,1767,2200.18,South Asia
VH04856,Subaru,Crosstrek,2017,Wagon,Electric,AMT,0.0,9.61,36778.05,4136,1351.77,North America
VH00982,Honda,CR-V,2014,SUV,Diesel,Automatic,3036.0,16.48,30062.27,734,1587.78,Asia Pacific
VH02575,Honda,Ridgeline,2011,Van,LPG,DCT,1819.0,9.49,25291.03,409,1371.54,Europe
VH04855,Toyota,RAV4,2021,Convertible,Petrol,DCT,1092.0,9.49,29427.32,1385,1011.66,Europe
VH03278,Chevrolet,Equinox,2017,Truck,LPG,Automatic,5133.0,,27984.9,906,1086.8,Europe
VH03048,Ford,F-150,2014,Truck,Electric,Manual,0.0,8.71,33655.86,1403,1390.37,Middle East
VH03652,Mazda,CX-9,2015,Wagon,CNG,Manual,1904.0,15.4,25839.13,2504,1163.57,Europe
VH03978,Chevrolet,Malibu,2011,Sedan,Hybrid,Man,1378.0,23.19,26193.09,1265,1547.0,Europe
VH01458,Ford,F-150,2018,Sedan,Petrol,Automatic,2104.0,13.66,20140.8,1170,830.19,Asia Pacific
VH01396,Ford,Explorer,2008,Truck,Electric,Manual,,9.45,30192.62,1380,1701.34,North America
VH00265,Toyota,Highlander,2020,SUV,Electric,AMT,0.0,6.76,-38578.56,430,1603.44,South Asia
VH03849,Mazda,Mazda6,2019,Truck,CNG,Automatic,4704.0,14.3,29628.47,584,1034.49,Africa
VH00930,Volvo,XC90,2022,Wagon,Electric,AMT,0.0,12.96,56237.13,3,1806.55,Asia Pacific
VH03174,Honda,Accord,2010,SUV,Petrol,AMT,4698.0,15.78,29381.72,2805,1749.47,North America
VH02179,Chevrolet,Blazer,2010,Truck,Electric,AMT,0.0,6.27,36498.34,2940,2009.41,North America
VH04514,Volkswagen,Passat,2018,SUV,Petrol,CVT,1690.0,15.03,34218.33,4852,1314.65,Latin America
VH00247,Land Rover,Range Rover,2020,SUV,Petrol,AMT,2320.0,17.29,42879.18,692,1490.56,Middle East
VH03718,Tesla,Cybertruck,2012,Sedan,,Automatic,0.0,13.1,44357.99,67,2016.84,Asia Pacific
VH01759,Land Rover,Evoque,2019,SUV,Hybrid,Automatic,2588.0,32.52,54019.42,1637,,Africa
VH04944,BMW,7 Series,2010,Van,Hybrid,DCT,3188.0,21.4,61030.73,460,,South Asia
VH04378,Lexus,GX,2017,Sedan,Diesel,DCT,2073.0,,42310.86,1331,2105.18,Europe
VH00924,Chevrolet,Equinox,2022,SUV,Petrol,DCT,4197.0,14.0,28144.76,1591,739.78,Latin America
VH02423,Volkswagen,ID.4,2024,Truck,Electric,Automatic,0.0,14.69,35009.91,2616,892.72,South Asia
VH00269,BMW,5 Series,2010,Van,CNG,DCT,3049.0,17.66,40250.58,1920,2607.57,Middle East
VH00670,Chevrolet,Silverado,2017,Sedan,Petrol,Automatic,3187.0,15.36,26072.09,3719,1305.53,South Asia
VH04513,VOLVO,S60,2018,Convertible,diesel,CVT,1451.0,21.24,69668.34,1283,2770.49,North America
VH01911,BMW,X3,2016,Convertible,Electric,CVT,0.0,6.63,66436.93,135,1771.52,Latin America
VH03095,Audi,Q5,2007,SUV,Electric,Manual,0.0,9.4,57587.25,3387,3111.87,South Asia
VH01153,Tesla,Model 3,2010,SUV,Hybrid,DCT,3807.0,24.56,65390.74,1098,3510.8,Africa
VH04896,Mazda,CX-30,2014,SUV,CNG,Manual,3379.0,17.9,32611.94,4288,1848.35,Africa
VH04036,Tesla,Model X,2022,Sedan,LPG,Manual,1167.0,9.6,48094.06,298,1398.33,Middle East
VH04311,Toyota,Camry,2016,SUV,Petrol,CVT,4874.0,8.42,24273.71,4773,892.18,North America
VH04013,Volkswagen,Golf,2012,Hatchback,Petrol,Manual,2884.0,16.79,22620.1,309,1189.72,Europe
VH02245,Kia,Forte,2019,Coupe,LPG,Manual,2411.0,9.33,25939.58,1014,941.06,Middle East
VH03092,Porsche,911,2012,SUV,Petrol,Manual,3513.0,9.93,40706.31,4214,1898.71,Europe
VH01916,Toyota,Prius,2019,Truck,Unknown,,0.0,7.57,40968.23,561,,Latin America
VH00613,Lexus,RX,2008,Van,Petrol,DCT,3232.0,9.64,44984.56,3924,2330.28,Africa
VH02485,Hyundai,Elantra,2022,Sedan,CNG,DCT,1719.0,15.87,29902.08,2090,1300.63,Europe
VH03655,Chevrolet,Equinox,2022,Sedan,Hybrid,Automatic,2090.0,23.27,27497.91,4170,874.2,Europe
VH01899,BMW,3 Series,2012,Sedan,Diesel,Manual,3109.0,19.8,46990.53,110,2267.6,Asia Pacific
VH01650,Land Rover,Range Rover,2007,SUV,Electric,Manual,0.0,8.84,66471.95,2445,3730.03,North America
VH03162,Honda,Ridgeline,2023,Convertible,Diesel,,2387.0,15.71,31551.3,156,1032.71,Middle East
VH00259,Porsche,Panamera,2015,Convertible,LPG,CVT,2275.0,9.0,42654.57,265,,North America
VH00848,,Forester,2014,Van,LPG,AMT,3147.0,13.42,28367.82,3092,1260.16,Europe
VH04322,Land Rover,Freelander,2014,SUV,LPG,CVT,1520.0,11.14,56340.83,1448,2325.44,Asia Pacific
VH01234,Volvo,C40,2013,Coupe,Hybrid,Seq,2252.0,28.26,64416.23,1564,2748.23,Africa
VH01128,Hyundai,Kona,2016,Van,Diesel,AMT,3363.0,22.6,27795.98,2340,1199.46,North America
VH01968,Chevrolet,Equinox,2016,Truck,Electric,,0.0,6.03,32075.74,2781,1353.53,Europe
VH00559,Jeep,Wrangler,2023,SUV,LPG,Manual,4949.0,9.95,28728.65,1175,766.72,Latin America
VH04042,Kia,Sorento,2022,Truck,,DCT,5973.0,19.12,31927.27,471,1082.62,Europe
VH00485,Chevrolet,Silverado,2011,Truck,LPG,CVT,2862.0,11.48,27990.27,4259,1574.9,Middle East
VH02212,Ram,3500,2017,Truck,Diesel,Manual,3833.0,12.37,34543.52,2659,1552.62,South Asia
VH01321,Subaru,Impreza,2009,Coupe,Hybrid,AMT,1778.0,19.47,31884.26,3562,1297.02,North America
VH03338,Mercedes-Benz,GLE,2020,SUV,Electric,Automatic,0.0,10.62,68512.57,2444,2958.9,Africa
VH00008,Subaru,Legacy,2019,Coupe,Petrol,Man,2027.0,12.45,28190.34,1630,1236.16,Middle East
VH04890,Volvo,XC60,2015,Coupe,CNG,AMT,1738.0,12.55,47462.96,3982,2158.4,South Asia
VH04011,Lexus,NX,2023,Hatchback,Petrol,Manual,2246.0,19.62,35988.06,3173,1121.98,North America
VH01451,Chevrolet,Malibu,2013,Sedan,Hybrid,DCT,3138.0,19.99,22160.39,3092,,Europe
VH01202,Mazda,CX-30,2014,Van,Hybrid,CVT,3352.0,-30.06,27921.05,3133,1197.69,Europe
VH01815,Nissan,Altima,2007,Van,Petrol,AMT,3315.0,10.08,31448.66,4698,1552.84,Africa
VH00774,Porsche,Boxster,2016,SUV,Diesel,AMT,3586.0,13.96,46185.04,236,1566.8,South Asia
VH01012,Jeep,Cherokee,2020,SUV,CNG,CVT,3855.0,18.18,22154.22,2276,791.75,Middle East
VH02918,Toyota,RAV4,2018,Sedan,Petrol,CVT,2361.0,12.63,22729.26,4595,635.69,Europe
VH02529,Porsche,911,2017,Convertible,Electric,CVT,0.0,5.5,56631.12,3419,2401.43,Latin America
VH01992,Subaru,WRX,2005,Van,Diesel,CVT,2973.0,12.58,23270.02,731,1591.42,North America
VH01278,Volvo,XC90,2007,Van,Diesel,Manual,3316.0,18.18,52551.88,1207,2328.95,Asia Pacific
VH01784,Volkswagen,Golf,2013,Truck,Diesel,CVT,5846.0,19.83,23173.65,1419,923.52,Africa
VH04846,Toyota,Corolla,2014,Van,Diesel,Automatic,2571.0,14.25,26975.46,1505,1262.95,Middle East
VH00447,Audi,A6,2017,Coupe,Diesel,AMT,1310.0,20.39,36631.69,1290,1399.09,Europe
VH00881,Mercedes-Benz,S-Class,2013,Truck,Diesel,AMT,5699.0,15.19,53177.99,4335,2185.4,North America
VH04534,Hyundai,Kona,2021,Truck,Diesel,Manual,,22.43,29210.46,2442,906.47,Africa
VH00782,Tesla,Model S,2018,Sedan,Hybrid,CVT,2080.0,31.53,46563.62,866,2040.69,Europe
VH01750,Nissan,Frontier,2022,Hatchback,CNG,DCT,1235.0,13.95,20028.69,1356,507.77,Middle East
VH03510,Mercedes-Benz,C-Class,2020,SUV,CNG,Automatic,4370.0,12.34,53559.1,1594,1243.97,North America
